Sr_no,Cases,Education,Applicant_Income,Family_Income,Total_assets,Business_type,Credit,Loan_Amount,Loan_Amount_Term,Rating_Reviewportal,Daily_Sales,Competition,Rent_Wages,Size_Shop,Location,Supply,Total_Workers,No_customers,Freq_Supply_pay,Nature,Loan_Status
1070,1,Graduate,3859,0,3,No,Yes,96,360,4,4,4,0,0,5,4,0,3,2,0,Y
1071,3,Graduate,4301,0,2,Yes,No,118,360,3,5,3,1,0,5,1,6,2,5,3,Y
1072,1,Graduate,3708,2569,1,Yes,Yes,173,360,4,4,5,4,5,4,0,1,2,4,0,N
1073,1,Graduate,4354,0,2,No,Yes,136,360,4,4,4,4,1,5,0,0,5,4,0,Y
1074,2,Graduate,8334,0,2,Yes,No,160,360,4,0,3,2,3,3,0,4,4,1,5,N
1075,0,Graduate,2083,4083,3,No,Yes,160,360,3,5,3,4,1,5,1,2,4,1,2,Y
1076,3,Graduate,7740,0,2,Yes,Yes,128,180,0,4,1,0,4,3,2,7,0,3,4,Y
1077,3,Graduate,3015,2188,5,No,Yes,153,360,3,1,4,0,4,2,3,1,2,4,3,Y
1078,1,Not Graduate,5191,0,4,Yes,No,132,360,0,1,3,3,2,2,5,0,4,5,2,Y
1079,3,Graduate,4166,0,5,Yes,No,98,360,4,1,0,1,4,1,4,1,2,4,5,N
1080,2,Graduate,6000,0,0,No,No,140,360,3,1,2,1,5,0,5,1,3,5,3,Y
1081,0,Not Graduate,2947,1664,1,Yes,Yes,70,180,0,2,1,5,2,2,1,4,2,3,5,N
1082,0,Graduate,16692,0,5,Yes,No,110,360,4,2,2,5,4,4,4,4,2,3,0,Y
1083,3,Not Graduate,210,2917,4,Yes,No,98,360,3,4,2,0,4,4,1,7,2,4,2,Y
1084,1,Graduate,4333,2451,1,Yes,No,110,360,1,2,2,1,5,5,0,6,4,3,1,N
1085,4,Graduate,3450,2079,3,Yes,Yes,162,360,1,0,0,3,3,2,5,4,2,1,1,Y
1086,2,Not Graduate,2653,1500,5,Yes,No,113,180,4,2,2,2,5,2,2,5,3,1,3,N
1087,0,Graduate,4691,0,2,Yes,Yes,100,360,1,0,1,3,0,2,3,1,1,5,1,Y
1088,0,Graduate,2500,0,4,No,No,93,360,3,2,2,2,2,3,5,3,2,3,0,Y
1089,4,Graduate,5532,4648,5,No,Yes,162,360,0,2,4,3,1,5,2,6,1,2,0,Y
1090,3,Graduate,16525,1014,2,Yes,No,150,360,4,4,0,3,4,2,1,4,2,1,0,Y
1091,1,Graduate,6700,1750,0,No,No,230,300,3,3,2,3,2,3,2,3,2,1,2,Y
1092,0,Graduate,2873,1872,3,No,Yes,132,360,1,5,4,4,0,0,0,6,3,0,5,N
1093,0,Graduate,16667,2250,3,No,No,86,360,4,1,2,5,0,3,0,0,5,5,4,Y
1094,3,Graduate,2947,1603,5,No,No,,360,5,2,3,5,0,1,2,1,5,5,3,N
1095,1,Not Graduate,4350,0,5,No,No,154,360,3,5,5,5,2,3,4,1,5,4,3,Y
1096,4,Not Graduate,3095,0,4,Yes,No,113,360,5,0,4,3,3,5,5,7,1,4,5,Y
1097,2,Graduate,2083,3150,4,Yes,No,128,360,3,2,3,0,1,4,5,4,1,4,3,Y
1098,4,Graduate,10833,0,3,Yes,Yes,234,360,3,2,4,4,2,4,5,1,4,4,0,Y
1099,1,Graduate,8333,0,2,No,No,246,360,4,0,5,4,5,2,0,7,5,5,1,Y
1100,0,Not Graduate,1958,2436,4,No,No,131,360,5,2,2,2,2,0,2,6,4,5,0,Y
1101,2,Graduate,3547,0,3,Yes,No,80,360,1,0,4,2,5,0,5,2,2,1,3,N
1102,4,Graduate,18333,0,1,Yes,Yes,500,360,4,0,4,1,3,5,3,4,1,3,0,N
1103,4,Graduate,4583,2083,2,Yes,Yes,160,360,0,0,0,2,4,3,5,1,3,0,0,Y
1104,3,Graduate,2435,0,2,No,Yes,75,360,1,1,0,3,4,3,4,3,2,5,5,N
1105,3,Not Graduate,2699,2785,5,No,No,96,360,0,4,5,5,4,1,0,7,2,5,0,Y
1106,1,Not Graduate,5333,1131,3,No,No,186,360,5,3,5,3,3,2,5,5,2,0,0,Y
1107,4,Not Graduate,3691,0,1,No,Yes,110,360,2,2,4,4,2,1,3,2,1,5,0,Y
1108,1,Not Graduate,17263,0,1,No,Yes,225,360,3,4,1,1,3,5,2,7,2,4,4,Y
1109,0,Graduate,3597,2157,5,No,No,119,360,2,1,0,4,0,3,1,6,4,5,3,N
1110,3,Graduate,3326,913,0,Yes,No,105,84,3,0,4,3,4,2,2,3,1,5,3,Y
1111,2,Not Graduate,2600,1700,2,Yes,No,107,360,3,2,2,0,2,0,1,2,3,4,5,Y
1112,3,Graduate,4625,2857,5,No,Yes,111,12,0,4,1,1,5,0,3,7,0,3,2,Y
1113,0,Graduate,2895,0,0,Yes,Yes,95,360,3,5,2,2,1,1,4,3,5,2,4,Y
1114,3,Graduate,6283,4416,3,Yes,Yes,209,360,0,2,1,5,3,0,4,4,2,0,2,N
1115,0,Graduate,645,3683,4,No,Yes,113,480,3,5,0,3,0,4,1,6,5,0,4,Y
1116,4,Graduate,3159,0,3,Yes,No,100,360,0,2,5,2,2,0,5,1,4,1,1,Y
1117,3,Graduate,4865,5624,2,No,Yes,208,360,0,4,4,4,1,3,2,6,5,3,3,Y
1118,1,Not Graduate,4050,5302,5,Yes,No,138,360,4,3,4,2,4,2,5,6,5,3,5,N
1119,0,Not Graduate,3814,1483,2,Yes,No,124,300,2,5,4,5,1,3,3,2,3,2,1,Y
1120,0,Graduate,3510,4416,1,No,Yes,243,360,2,2,4,4,5,2,3,7,2,3,0,Y
1121,2,Graduate,20833,6667,0,Yes,Yes,480,360,1,0,3,3,4,0,4,5,2,3,0,Y
1122,3,Graduate,3583,0,4,No,No,96,360,1,2,1,2,0,4,3,3,3,4,3,N
1123,1,Graduate,2479,3013,4,No,Yes,188,360,2,4,0,4,0,0,3,2,1,0,4,Y
1124,4,Graduate,13262,0,2,No,Yes,40,360,3,4,5,3,2,1,2,0,3,2,4,Y
1125,2,Not Graduate,3598,1287,3,No,Yes,100,360,4,2,1,3,4,0,3,5,4,0,4,N
1126,0,Graduate,6065,2004,3,No,Yes,250,360,3,4,2,5,2,1,1,0,2,2,2,Y
1127,2,Graduate,3283,2035,0,No,Yes,148,360,2,3,3,3,0,3,2,2,1,1,1,Y
1128,0,Graduate,2130,6666,4,No,Yes,70,180,1,1,2,2,4,0,5,3,4,0,4,N
1129,3,Graduate,5815,3666,1,Yes,No,311,360,0,1,0,4,0,0,0,2,3,0,1,N
1130,3,Graduate,3466,3428,5,Yes,No,150,360,4,3,1,5,1,3,0,4,3,3,2,Y
1131,1,Graduate,2031,1632,1,Yes,Yes,113,480,4,4,0,4,2,5,0,3,1,1,1,Y
1132,1,Not Graduate,3074,1800,1,No,No,123,360,2,5,5,2,4,4,2,7,2,0,5,N
1133,3,Graduate,4683,1915,4,Yes,Yes,185,360,0,2,5,2,3,2,1,5,5,1,2,N
1134,0,Not Graduate,3400,0,4,No,Yes,95,360,3,5,4,5,3,1,2,4,3,1,3,N
1135,4,Not Graduate,2192,1742,4,Yes,No,45,360,3,3,2,1,5,4,0,1,1,0,0,Y
1136,4,Graduate,2500,0,2,Yes,No,55,360,0,3,3,0,4,2,4,6,5,2,0,Y
1137,1,Graduate,5677,1424,4,No,No,100,360,0,0,2,3,5,5,1,5,3,5,5,Y
1138,0,Graduate,7948,7166,3,Yes,No,480,360,1,1,0,0,4,5,4,3,4,5,4,Y
1139,3,Graduate,4680,2087,4,Yes,Yes,,360,3,3,5,0,4,4,5,7,1,3,1,N
1140,4,Graduate,17500,0,4,Yes,No,400,360,0,0,5,2,1,4,1,6,0,5,4,Y
1141,1,Graduate,3775,0,2,No,No,110,360,3,1,1,2,3,1,2,0,1,5,1,Y
1142,3,Not Graduate,5285,1430,2,Yes,Yes,161,360,3,3,4,0,4,2,1,0,2,0,4,Y
1143,3,Not Graduate,2679,1302,4,Yes,No,94,360,2,5,2,5,5,1,2,5,3,3,0,Y
1144,2,Not Graduate,6783,0,3,No,No,130,360,4,2,4,5,2,4,2,5,1,1,0,Y
1145,1,Graduate,1025,5500,2,No,Yes,216,360,0,3,1,3,0,5,2,2,2,5,0,Y
1146,2,Graduate,4281,0,0,Yes,No,100,360,5,2,1,5,3,4,3,7,2,2,5,Y
1147,1,Graduate,3588,0,4,No,Yes,110,360,2,0,3,2,3,5,1,7,3,2,5,N
1148,2,Graduate,11250,0,4,Yes,Yes,196,360,3,3,4,2,1,4,2,7,1,0,1,N
1149,4,Not Graduate,18165,0,1,Yes,Yes,125,360,1,5,3,5,2,1,0,5,4,2,3,Y
1150,4,Not Graduate,2550,2042,0,Yes,Yes,126,360,5,2,3,3,2,2,4,0,5,3,3,Y
1151,4,Graduate,6133,3906,4,No,No,324,360,3,1,2,3,5,0,3,3,3,1,5,Y
1152,2,Graduate,3617,0,4,Yes,Yes,107,360,5,4,4,3,0,0,1,4,3,4,3,Y
1153,0,Not Graduate,2917,536,2,No,No,66,360,1,3,0,5,2,4,1,7,2,2,2,N
1154,3,Graduate,6417,0,3,No,No,157,180,0,3,4,3,5,0,4,2,4,0,2,Y
1155,1,Graduate,4608,2845,2,Yes,No,140,180,1,2,5,3,3,0,0,7,4,5,4,Y
1156,1,Graduate,2138,0,1,No,Yes,99,360,5,4,1,5,1,4,2,5,4,2,1,N
1157,0,Graduate,3652,0,3,Yes,No,95,360,5,4,1,3,5,5,5,1,1,4,2,Y
1158,0,Not Graduate,2239,2524,0,Yes,No,128,360,2,0,0,3,3,5,3,6,3,3,3,Y
1159,1,Not Graduate,3017,663,2,Yes,No,102,360,1,4,1,0,4,3,5,6,1,2,0,Y
1160,3,Graduate,2768,1950,0,No,No,155,360,5,2,5,1,2,3,2,0,2,4,2,Y
1161,2,Not Graduate,3358,0,2,Yes,Yes,80,36,5,3,3,1,2,2,2,2,1,3,0,N
1162,2,Graduate,2526,1783,0,Yes,No,145,360,5,4,4,2,0,0,2,3,4,2,1,Y
1163,0,Graduate,5000,0,4,Yes,No,103,360,5,3,1,5,2,2,5,0,4,1,0,N
1164,0,Graduate,2785,2016,0,No,Yes,110,360,2,3,1,5,0,2,1,3,0,4,3,Y
1165,0,Graduate,6633,0,2,No,Yes,,360,2,0,1,2,0,2,2,3,4,1,5,N
1166,2,Not Graduate,2492,2375,1,Yes,Yes,,360,2,0,5,2,0,3,5,2,4,3,1,Y
1167,4,Graduate,3333,3250,2,Yes,Yes,158,360,5,1,3,4,4,1,5,4,3,2,4,Y
1168,3,Not Graduate,2454,2333,5,No,Yes,181,360,4,5,3,5,2,3,2,6,4,5,1,N
1169,3,Graduate,3593,4266,2,No,No,132,180,1,2,1,4,1,0,2,0,3,4,2,N
1170,1,Graduate,5468,1032,1,No,No,26,360,1,3,5,1,3,2,3,1,1,4,1,Y
1171,3,Graduate,2667,1625,4,No,Yes,84,360,0,3,5,0,1,1,4,0,0,1,3,Y
1172,1,Graduate,10139,0,1,No,Yes,260,360,0,2,5,0,0,5,5,5,4,3,4,Y
1173,1,Graduate,3887,2669,0,Yes,No,162,360,3,4,3,4,0,4,3,4,2,2,0,Y
1174,1,Graduate,4180,2306,0,No,No,182,360,5,2,1,5,1,3,4,1,5,1,1,Y
1175,0,Not Graduate,3675,242,0,Yes,Yes,108,360,2,1,5,0,2,5,0,7,3,5,3,Y
1176,3,Graduate,19484,0,2,Yes,No,600,360,3,3,0,5,2,3,3,0,0,0,5,Y
1177,2,Graduate,5923,2054,3,Yes,Yes,211,360,2,2,3,0,5,4,5,7,5,1,1,Y
1178,0,Not Graduate,5800,0,4,No,No,132,360,3,5,5,5,3,1,5,4,3,4,3,Y
1179,1,Graduate,8799,0,0,Yes,Yes,258,360,0,5,2,0,5,1,3,2,3,5,2,N
1180,4,Not Graduate,4467,0,5,Yes,No,120,360,5,0,0,5,0,3,2,1,4,4,0,Y
1181,3,Graduate,3333,0,4,Yes,No,70,360,0,2,3,0,4,3,4,5,1,3,4,Y
1182,1,Graduate,3400,2500,1,No,No,123,360,1,3,1,4,1,0,4,4,3,2,0,N
1183,1,Graduate,2378,0,1,No,No,9,360,3,3,5,3,2,5,5,4,3,1,5,N
1184,0,Graduate,3166,2064,3,No,Yes,104,360,4,1,4,4,4,0,3,0,5,4,4,N
1185,3,Graduate,3417,1750,1,Yes,No,186,360,2,4,1,3,5,4,5,7,3,2,2,Y
1186,4,Graduate,5116,1451,5,Yes,Yes,165,360,2,0,2,0,1,4,4,5,5,3,2,N
1187,1,Graduate,16666,0,3,Yes,No,275,360,2,4,1,0,1,2,2,1,5,3,4,Y
1188,4,Not Graduate,6125,1625,0,No,Yes,187,480,0,2,0,4,0,5,2,0,3,0,1,N
1189,1,Graduate,6406,0,1,No,Yes,150,360,4,2,5,3,1,5,1,4,0,0,2,N
1190,3,Graduate,3159,461,3,Yes,No,108,84,3,5,4,5,1,2,0,4,0,1,4,Y
1191,3,Graduate,3087,2210,4,No,Yes,136,360,3,1,1,1,5,4,0,1,1,0,0,N
1192,4,Graduate,3229,2739,0,Yes,No,110,360,0,4,2,3,5,0,5,7,2,2,3,Y
1193,3,Graduate,1782,2232,1,No,No,107,360,3,3,0,5,3,4,1,5,3,3,5,Y
1194,3,Graduate,3182,2917,4,Yes,Yes,161,360,4,5,2,3,5,1,4,4,5,3,3,Y
1195,4,Graduate,6540,0,2,No,No,205,360,0,2,1,2,5,0,4,3,5,5,3,Y
1196,2,Graduate,1836,33837,0,No,No,90,360,0,2,3,1,4,3,0,2,2,3,3,N
1197,2,Graduate,3166,0,0,Yes,No,36,360,3,5,3,2,5,5,0,2,5,5,2,Y
1198,4,Graduate,1880,0,4,No,Yes,61,360,5,2,3,3,0,4,2,7,4,1,0,N
1199,0,Graduate,2787,1917,1,No,No,146,360,0,0,4,0,0,3,1,1,3,2,2,N
1200,1,Graduate,4283,3000,2,No,Yes,172,84,2,1,3,1,5,2,3,5,3,0,5,N
1201,1,Graduate,2297,1522,1,Yes,No,104,360,1,0,4,2,0,1,3,5,4,5,1,Y
1202,4,Not Graduate,2165,0,5,Yes,Yes,70,360,3,1,5,3,0,0,4,7,3,3,0,Y
1203,3,Graduate,4750,0,1,Yes,No,94,360,2,1,4,5,1,4,4,5,5,4,2,Y
1204,4,Graduate,2726,0,3,Yes,Yes,106,360,2,1,4,5,5,2,2,4,2,0,1,N
1205,3,Graduate,3000,3416,0,No,No,56,180,0,0,3,0,2,5,2,7,2,5,1,Y
1206,1,Graduate,6000,0,2,No,Yes,205,240,1,5,3,4,4,2,4,4,0,2,3,N
1207,3,Graduate,9357,0,0,Yes,No,292,360,4,2,3,1,1,2,5,5,5,2,2,Y
1208,4,Graduate,3859,3300,4,Yes,Yes,142,180,3,5,5,3,4,0,5,0,4,5,4,Y
1209,0,Graduate,16120,0,0,No,No,260,360,0,2,4,2,0,4,5,6,5,0,1,Y
1210,4,Not Graduate,3833,0,3,Yes,Yes,110,360,1,2,4,5,2,4,5,0,0,2,3,Y
1211,1,Not Graduate,6383,1000,0,No,No,187,360,4,0,4,3,2,5,4,1,4,4,3,N
1212,4,Graduate,2987,0,4,No,No,88,360,2,5,4,5,2,0,1,4,0,1,5,N
1213,4,Graduate,9963,0,5,No,Yes,180,360,3,3,3,1,0,2,0,0,1,1,4,Y
1214,2,Graduate,5780,0,4,No,Yes,192,360,3,4,1,5,1,2,0,0,0,1,0,Y
1215,3,Graduate,416,41667,2,Yes,No,350,180,1,4,2,3,3,0,1,3,0,1,1,N
1216,1,Not Graduate,2894,2792,5,Yes,No,155,360,3,3,0,5,0,0,2,7,0,3,3,Y
1217,2,Graduate,5703,0,4,No,Yes,128,360,3,1,2,4,1,3,0,4,2,1,3,Y
1218,0,Graduate,3676,4301,1,No,Yes,172,360,3,5,1,2,0,5,5,6,1,1,0,Y
1219,3,Graduate,12000,0,1,No,Yes,496,360,1,3,3,5,3,0,0,1,2,0,4,Y
1220,3,Not Graduate,2400,3800,1,No,Yes,,180,5,1,0,2,4,1,5,6,4,3,2,N
1221,4,Graduate,3400,2500,1,No,No,173,360,3,4,1,1,5,5,4,5,2,5,3,Y
1222,1,Not Graduate,3987,1411,0,Yes,Yes,157,360,5,3,1,3,4,0,5,5,5,1,5,Y
1223,3,Graduate,3232,1950,5,Yes,No,108,360,0,5,4,3,1,5,2,6,1,2,0,Y
1224,1,Graduate,2900,0,3,Yes,No,71,360,5,4,0,2,3,2,5,4,5,5,5,Y
1225,3,Graduate,4106,0,1,No,No,40,180,2,3,2,5,5,3,0,4,4,5,0,Y
1226,2,Graduate,8072,240,1,Yes,Yes,253,360,0,4,1,2,0,2,2,5,1,0,2,Y
1227,4,Graduate,7583,0,0,Yes,Yes,187,360,2,2,0,0,3,2,1,5,3,3,2,Y
1228,3,Graduate,4583,0,3,Yes,No,133,360,4,3,2,3,5,4,2,6,1,0,4,N
1229,1,Graduate,5849,0,0,Yes,Yes,,360,5,0,3,1,3,0,3,6,4,0,0,Y
1230,2,Graduate,4583,1508,3,No,Yes,128,360,2,1,0,5,0,0,5,1,1,1,1,N
1231,0,Graduate,3000,0,0,No,Yes,66,360,2,5,1,4,0,5,5,2,3,4,1,Y
1232,0,Not Graduate,2583,2358,2,Yes,No,120,360,3,1,0,3,2,5,3,7,4,5,1,Y
1233,2,Graduate,6000,0,2,Yes,Yes,141,360,5,1,0,4,3,0,3,2,2,0,2,Y
1234,0,Graduate,5417,4196,3,Yes,Yes,267,360,5,4,3,4,3,2,2,7,4,5,0,Y
1235,3,Not Graduate,2333,1516,1,Yes,No,95,360,0,2,0,4,4,3,4,0,4,5,5,Y
1236,0,Graduate,3036,2504,2,Yes,Yes,158,360,3,0,5,5,0,5,1,3,0,5,1,N
1237,0,Graduate,4006,1526,2,Yes,No,168,360,0,2,1,2,1,2,4,2,4,4,5,Y
1238,2,Graduate,12841,10968,0,Yes,No,349,360,4,0,3,3,3,5,2,1,1,5,4,N
1239,4,Graduate,3200,700,4,Yes,No,70,360,4,5,3,0,3,4,5,3,4,4,1,Y
1240,2,Graduate,2500,1840,2,No,No,109,360,3,5,5,3,0,3,5,2,0,5,0,Y
1241,1,Graduate,3073,8106,4,No,Yes,200,360,1,2,4,0,0,5,1,3,1,2,5,Y
1242,0,Graduate,1853,2840,1,Yes,No,114,360,4,2,1,2,1,2,0,6,2,0,4,N
1243,2,Graduate,1299,1086,4,No,Yes,17,120,1,3,1,0,2,4,1,6,5,4,4,Y
1244,4,Graduate,4950,0,4,No,No,125,360,5,4,0,3,5,4,0,4,5,1,2,Y
1245,0,Not Graduate,3596,0,5,No,Yes,100,240,0,2,3,5,2,0,3,4,2,3,5,Y
1246,3,Graduate,3510,0,2,No,Yes,76,360,5,3,1,0,4,3,0,6,4,5,3,N
1247,0,Not Graduate,4887,0,2,Yes,No,133,360,2,3,0,5,2,3,1,1,2,4,3,N
1248,2,Graduate,2600,3500,2,No,No,115,,5,5,3,3,1,2,1,6,5,4,1,Y
1249,2,Not Graduate,7660,0,3,Yes,Yes,104,360,0,1,0,5,1,2,2,3,5,2,3,N
1250,4,Graduate,5955,5625,4,Yes,Yes,315,360,2,3,1,2,5,3,1,0,0,4,2,Y
1251,3,Not Graduate,2600,1911,5,Yes,No,116,360,3,3,5,0,5,1,3,6,3,4,2,N
1252,0,Not Graduate,3365,1917,3,No,No,112,360,2,4,4,2,3,0,5,1,0,4,0,N
1253,2,Graduate,3717,2925,3,No,No,151,360,1,4,5,5,0,1,0,6,2,1,3,N
1254,3,Graduate,9560,0,5,Yes,Yes,191,360,2,0,2,4,0,4,3,7,5,1,1,Y
1255,0,Graduate,2799,2253,3,No,No,122,360,4,4,1,1,2,5,2,1,3,4,2,Y
1256,3,Not Graduate,4226,1040,4,Yes,Yes,110,360,4,0,5,0,0,2,3,5,2,5,3,Y
1257,2,Not Graduate,1442,0,2,No,Yes,35,360,2,3,3,3,1,3,2,1,0,4,3,N
1258,3,Graduate,3750,2083,1,No,No,120,360,4,4,0,4,5,1,5,2,0,5,0,Y
1259,0,Graduate,4166,3369,3,No,Yes,201,360,0,5,2,1,2,4,2,1,5,1,0,N
1260,1,Graduate,3167,0,3,Yes,No,74,360,1,4,2,0,1,3,4,5,1,2,3,N
1261,3,Graduate,4692,0,1,Yes,No,106,360,5,4,5,2,4,2,1,6,5,5,2,N
1262,0,Graduate,3500,1667,2,No,No,114,360,1,5,5,4,5,2,2,2,4,5,2,Y
1263,1,Graduate,12500,3000,3,Yes,Yes,320,360,3,2,5,4,0,1,3,4,3,4,3,N
1264,1,Graduate,2275,2067,2,No,Yes,,360,1,0,0,5,2,0,4,3,4,4,3,Y
1265,4,Graduate,1828,1330,1,Yes,Yes,100,,2,4,5,2,3,5,2,6,4,0,2,N
1266,2,Graduate,3667,1459,4,No,No,144,360,5,5,3,5,0,1,4,0,3,2,1,Y
1267,2,Graduate,4166,7210,0,Yes,Yes,184,360,3,4,2,3,5,3,4,1,1,1,0,Y
1268,0,Not Graduate,3748,1668,1,Yes,Yes,110,360,4,0,1,3,2,5,4,7,1,2,0,Y
1269,2,Graduate,3600,0,2,No,Yes,80,360,5,1,3,4,1,3,4,6,1,2,0,N
1270,1,Graduate,1800,1213,5,No,No,47,360,0,3,5,3,5,0,2,7,2,4,2,Y
1271,1,Graduate,2400,0,2,No,Yes,75,360,4,2,5,1,2,4,1,2,1,5,5,Y
1272,1,Graduate,3941,2336,0,No,No,134,360,3,1,2,2,5,5,1,4,0,0,3,Y
1273,2,Not Graduate,4695,0,5,No,Yes,96,,5,1,0,5,5,5,0,7,0,0,1,Y
1274,3,Graduate,3410,0,2,Yes,Yes,88,,0,1,2,0,0,2,5,1,0,5,4,Y
1275,3,Graduate,5649,0,2,No,No,44,360,3,5,2,2,3,4,2,1,5,3,0,Y
1276,2,Graduate,5821,0,1,No,Yes,144,360,3,0,1,2,4,1,2,6,2,2,1,Y
1277,4,Graduate,2645,3440,4,Yes,Yes,120,360,0,3,3,3,0,1,0,6,3,3,3,N
1278,3,Graduate,4000,2275,0,Yes,Yes,144,360,1,2,3,1,3,5,0,1,2,4,2,Y
1279,0,Not Graduate,1928,1644,1,No,No,100,360,1,1,0,4,5,4,0,6,4,2,4,Y
1280,2,Graduate,3086,0,5,Yes,Yes,120,360,0,3,5,1,0,1,2,6,1,3,0,Y
1281,4,Graduate,4230,0,3,No,Yes,112,360,0,0,0,1,2,2,4,7,1,4,2,N
1282,2,Graduate,4616,0,1,Yes,No,134,360,2,3,1,4,1,2,1,4,5,4,0,N
1283,0,Graduate,11500,0,2,No,Yes,286,360,1,5,0,0,3,1,0,6,5,5,0,N
1284,1,Graduate,2708,1167,2,No,No,97,360,3,3,5,2,5,0,2,6,0,0,4,Y
1285,4,Graduate,2132,1591,2,Yes,Yes,96,360,3,2,4,0,1,1,5,3,0,5,3,Y
1286,2,Graduate,3366,2200,0,No,Yes,135,360,4,5,3,0,1,3,5,2,4,0,5,N
1287,1,Graduate,8080,2250,5,No,Yes,180,360,1,2,1,2,1,5,4,1,2,0,0,Y
1288,1,Not Graduate,3357,2859,3,Yes,Yes,144,360,2,3,4,5,4,3,5,4,0,2,4,Y
1289,2,Graduate,2500,3796,0,No,Yes,120,360,2,2,4,5,1,1,1,2,5,4,4,Y
1290,4,Graduate,3029,0,2,No,Yes,99,360,1,5,3,5,3,2,3,1,0,5,0,Y
1291,4,Not Graduate,2609,3449,3,Yes,No,165,180,1,5,3,1,2,3,5,6,4,1,2,N
1292,3,Graduate,4945,0,2,Yes,Yes,,360,4,0,2,3,2,2,4,2,2,2,3,N
1293,3,Graduate,4166,0,2,No,No,116,360,5,5,0,2,1,5,3,1,4,0,2,N
1294,1,Graduate,5726,4595,1,No,Yes,258,360,4,3,3,0,1,5,2,7,1,0,2,N
1295,1,Not Graduate,3200,2254,0,Yes,No,126,180,1,5,0,1,3,1,4,6,1,4,1,N
1296,1,Graduate,10750,0,0,Yes,Yes,312,360,3,3,2,5,1,3,4,4,0,3,0,Y
1297,2,Not Graduate,7100,0,1,Yes,Yes,125,60,5,3,4,4,2,4,2,1,4,1,4,Y
1298,2,Graduate,4300,0,0,Yes,No,136,360,1,2,0,3,0,3,1,0,5,1,3,N
1299,1,Graduate,3208,3066,3,No,Yes,172,360,2,5,2,3,1,5,1,7,4,0,1,Y
1300,2,Not Graduate,1875,1875,0,No,No,97,360,4,1,0,2,5,3,3,6,1,4,5,Y
1301,0,Graduate,3500,0,2,No,Yes,81,300,0,3,4,2,2,5,2,5,5,2,1,Y
1302,0,Not Graduate,4755,0,4,Yes,No,95,,0,5,2,0,0,2,0,4,5,2,2,N
1303,4,Graduate,5266,1774,4,No,No,187,360,2,2,5,1,1,2,1,2,0,5,2,Y
1304,3,Graduate,3750,0,2,Yes,No,113,480,3,3,3,1,0,0,0,1,2,1,5,N
1305,1,Graduate,3750,4750,3,No,No,176,360,0,2,4,1,2,0,3,0,4,5,0,N
1306,2,Graduate,1000,3022,2,Yes,No,110,360,4,5,4,1,3,3,1,3,4,4,4,N
1307,0,Graduate,3167,4000,3,No,No,180,300,5,3,4,1,3,1,1,6,4,5,3,N
1308,4,Not Graduate,3333,2166,5,No,Yes,130,360,3,1,3,2,5,2,2,4,5,4,1,Y
1309,4,Graduate,3846,0,1,Yes,Yes,111,360,1,5,1,0,5,1,0,5,3,1,1,Y
1310,1,Graduate,2395,0,2,Yes,Yes,,360,1,5,3,1,2,5,0,4,0,4,5,Y
1311,2,Graduate,1378,1881,3,No,Yes,167,360,3,4,4,1,5,3,4,7,3,2,2,N
1312,4,Graduate,6000,2250,4,Yes,No,265,360,2,3,0,2,1,0,3,2,1,0,5,N
1313,2,Graduate,3988,0,3,Yes,No,50,240,2,4,5,1,2,2,5,7,3,4,3,Y
1314,0,Graduate,2366,2531,4,Yes,Yes,136,360,3,3,5,1,0,0,4,2,0,2,4,Y
1315,2,Not Graduate,3333,2000,5,Yes,No,99,360,1,0,1,0,0,2,0,3,3,2,4,Y
1316,2,Graduate,2500,2118,3,Yes,No,104,360,4,2,5,3,0,2,4,6,4,4,5,Y
1317,1,Graduate,8566,0,5,No,No,210,360,1,2,5,5,4,4,0,0,5,2,3,Y
1318,3,Graduate,5695,4167,4,No,No,175,360,4,0,4,3,5,4,2,3,3,3,1,Y
1319,4,Graduate,2958,2900,1,Yes,No,131,360,5,3,0,4,0,0,4,7,3,3,3,Y
1320,0,Graduate,6250,5654,3,No,No,188,180,3,5,1,2,0,2,2,1,5,5,5,Y
1321,1,Not Graduate,3273,1820,2,Yes,No,81,360,0,1,5,3,4,2,0,7,5,4,4,Y
1322,2,Graduate,4133,0,3,No,Yes,122,360,4,4,2,0,1,2,1,0,1,5,5,Y
1323,2,Not Graduate,3620,0,5,No,Yes,25,120,0,2,5,4,5,2,2,0,4,4,5,Y
1324,1,Graduate,6782,0,0,No,Yes,,360,2,4,5,1,2,1,3,2,3,2,3,N
1325,2,Graduate,2484,2302,2,Yes,Yes,137,360,4,4,5,4,2,1,5,7,1,2,3,Y
1326,1,Graduate,1977,997,2,Yes,Yes,50,360,3,5,1,5,3,1,2,4,3,4,4,Y
1327,4,Not Graduate,4188,0,3,No,No,115,180,2,4,2,2,5,2,5,2,2,2,5,Y
1328,2,Graduate,1759,3541,0,No,No,131,360,2,0,4,3,1,4,4,6,2,1,2,Y
1329,4,Not Graduate,4288,3263,2,Yes,Yes,133,180,5,2,1,4,1,0,4,0,1,5,0,Y
1330,1,Graduate,4843,3806,5,No,Yes,151,360,3,3,2,5,1,4,2,7,2,0,4,Y
1331,1,Graduate,13650,0,5,No,Yes,,360,0,1,4,2,4,3,3,0,0,3,1,Y
1332,2,Graduate,4652,3583,0,No,No,,360,2,3,5,2,3,4,4,6,2,1,3,Y
